model,summary,article,faithfulness,coherence,relevance
together_opt-175b,A man who posted offensive messages on Facebook has won a legal battle to keep his gun licence.,"North Wales Police claimed Owen Jones, 52, of Caernarfon, Gwynedd, was not fit to hold a firearms certificate after officers looked at his profile. Mr Jones, who had held a licence for more than 30 years, appealed against the decision and won. Caernarfon Crown Court heard on Friday that he was not a cause for concern despite the posts. The hearing was told a senior police officer regarded the posts as ""highly offensive"", prompting the licence to be revoked. Judge Niclas Parry said Mr Jones was ignorant about the subject of the Muslim faith, but added: ""None of those messages were created by the appellant. ""The appellant has liked certain messages that appeared on his Facebook profile. He has then effectively re-published the message.""",1,5,4
together_opt-175b,A road in Stafford is to be closed for several months while a water pipe is replaced.,"The water pipes in the town are old and prone to leaks and bursts, Severn Trent Water said. Part of Milford Road is expected to be closed until the summer as a metal water pipe is replaced. Diversions will be in place. The road is ""just too narrow"" in parts to be kept open as large machinery will be used, a spokesman said. More than 12 miles (20km) of new water pipes are being laid from the Shugborough area into Stafford town centre. In the first phase, which began in September, pipes were installed on Tixall Road for a new housing development nearby.",1,5,4
together_opt-175b,A shop in County Londonderry has been badly damaged after a car was driven into it in a suspected burglary.,"Two men took £200 from the shop at Rosskeen Park at 04:00 GMT on Thursday before making off in the stolen car. Police said the black Citroen C1 was stolen from the Shearwater area. Shop owner Pat O'Reilly told BBC Radio Foyle: ""This will cost us thousands but we'll pick ourselves up and get back to it though."" He added: ""Shelving, freezers and shutters have been badly damaged. ""We have put so much money in to this place. The shop was going well too. ""We are going to be closed for a while and staff still have to get paid. This is just a nightmare.""",0,4,4
together_opt-175b,A social network of young Egyptians has been instrumental in the revolution.,"This revolution is the result of someone sending a Facebook invitation to many people. I got it like other people on our network. The buzz around it was then created on different social media websites and with videos. I was here on 25 January when riot police forced us out and by the 28th, we were back following the violence. I've been sleeping here most of the time since. Our social network was established in 2005, when there was a democratic opening around the time of the presidential elections. People from different backgrounds all met through blogging and hoped to use technology for social change. It meant we have all gained good contacts, experience and strong networks. I like to think the social network is the people itself. Things like Facebook, Twitter, SMS and phones are just social tools. When they blocked Facebook and shut down technology, our network still operated because it's about people. Internet activists are also people and a lot of our organising, social work and relationships are developed offline. This is something that people dreamt of but didn't anticipate happening in reality. If anything, it shows that all the effort we put in over the past few years has not been wasted. It has climaxed into this critical mass of people you see in the square. At the moment I'm not getting a lot of internet connection. I'm trying not to drain my phone battery. We're still using it to distribute footage people are bringing to us that we've sorted through. I hope the internet will continue to play a complementary role in activism. At the moment we physically exist in downtown Cairo and I hope that when we have finished this sit-in, we will have won the right to organise ourselves outside the internet. Twitter: Amr Gharbeia I was involved in this revolution from the first day, 25 January, and I've now been spending my nights here for a while. For the past five years, I was very active online, blogging and tweeting. As we live under emergency laws in Egypt it has been very difficult to meet or communicate except on the internet. I'd never been part of a demonstration on the ground. At first we were mocking the event on 25 January. We questioned whether it was really possible to have a ""Facebook revolution"". I came on the 25th because I felt it was my duty as a citizen and I couldn't believe how it turned into something so different from what we've seen before. I was walking among the people and weeping. Now I sometimes just tweet to update people about what's going on or to call for a million-man demonstration or a day to remember our martyrs. I'm well-known among bloggers for my long articles and constant tweets, but once I was here I stopped communicating this way so much. I felt it was totally different to have real freedom rather than just hypothetical freedom or internet freedom. Blogging and tweeting has been important as we were building our minds. This regime stopped",1,5,5
together_opt-175b,A teacher accused of promoting a hardline Islamic agenda at a Birmingham school has been cleared of misconduct.,"Asif Kahn, who worked at Oldknow Academy in Birmingham, had faced allegations of misconduct. A National College of Teaching and Leadership panel heard the allegations against him in November, although Mr Khan did not appear at the hearing. The Professional Conduct Panel has said it did not find the case proven. Oldknow Academy was one of several schools investigated amid claims of a Muslim hardliners' plot to control them; known as the Trojan Horse affair. More on this and other stories from Birmingham and the Black Country Mr Khan had been accused of agreeing ""to the inclusion of an undue amount of religious influence in the education of pupils"" at Oldknow, on or before 31 July 2014. The accusations had included telling some male pupils to change for PE in a cupboard so they would not show their thighs, banning children singing during a production of The Wizard of Oz and turning his back on a woman as she offered to shake his hand. He was also accused of sharing his personal beliefs with the children, for example telling the children they were not allowed pet dogs as they were Muslim. A fellow teacher, former-acting head teacher Jahangir Akbar, was banned from teaching indefinitely in January, although he can apply to have his ban set aside in five years time.",1,5,5
together_opt-175b,A woman was beaten to death in a McDonald's restaurant in China after refusing to give her phone number to members of a banned religious cult.,"The woman, 37-year-old Wu Shuoyan, is alleged to have been killed last May simply for refusing to hand over her phone number to cult members. The murder, filmed on CCTV and on mobile phones, sparked outrage. The Church of the Almighty God cult is banned in China but claims to have millions of members. Following the brutal killing in May, Chinese authorities said that they detained hundreds of members of the cult, reports the BBC's Martin Patience in Beijing. Interviewed in prison later, one of the defendants, Zhang Lidong showed no remorse. He said: ""I beat her with all my might and stamped on her too. She was a demon. We had to destroy her."" The group had entered a small McDonalds branch in Zhaoyuan in Shandong province last May soliciting phone numbers and hoping to recruit members to their cult. Ms Wu was waiting in the restaurant with her seven-year-old son and when she refused to give her number, an act which prompted the beating while they screamed at other diners to keep away or they would face the same fate. The public face of the Church of the Almighty God is a website full of uplifting hymns and homilies. But its core belief is that God has returned to earth as a Chinese woman to wreak the apocalypse. The only person who claims direct contact with this god is a former physics teacher, Zhao Weishan, who founded the cult 25 years ago and has since fled to the United States, says BBC China Editor Carrie Gracie. No-one knows exactly where he is, but much of the website's message of outright hostility to the Chinese government is delivered in English as well as Chinese. The cult complains that religious faith has suffered from persecution by the Communist Party. Since the McDonald's murder, public outrage has forced the authorities to increase pressure on the Church of the Almighty God with almost daily arrests and raids.",1,5,5
together_opt-175b,A writer-activist in India has been charged with sedition for allegedly insulting the national anthem.,"Kamal C Chavara was detained by the police in Kerala state on Sunday after the youth wing of the Hindu nationalist BJP lodged a complaint against him. Last month, the Supreme Court ruled that the anthem must be played in every cinema before a film is screened. Some 20 people have been held in Kerala and Tamil Nadu since then for remaining seated during the anthem. Also, India's colonial-era sedition law has been often used against students, journalists, writers and social activists and those critical of the government. Reports said that the BJP's youth wing lodged a complaint against a Facebook post by Mr Chavara which allegedly insulted the anthem. The post was apparently an excerpt from one of his books. Senior police official Sateesh Bino told the NDTV news channel that the writer-activist ""is being questioned for his controversial post on the national anthem on Facebook"" and had been charged with sedition. Earlier this month, 12 people were arrested at a cinema in Kerala, after they remained seated while the national anthem played. The cinemagoers, who were attending an international film festival, were later freed but they face charges of ""failure to obey an order issued by a public servant, thereby causing obstruction or annoyance to others"". And at a cinema in Chennai, eight people who did not stand for the anthem were assaulted and abused, police said. The eight were later charged with showing disrespect to the anthem.",1,5,5
together_opt-175b,"A £1bn City Deal will see a new water sports park, railway station and sliproad from the M77 built in East Renfrewshire.","They include a new water sports park, railway station and a sliproad from the M77. The City Deal scheme will see eight council areas around Glasgow receive about £1bn from the UK and Scottish governments. The councils also have the power to borrow extra cash. The Glasgow and Clyde Valley City Deal involved massive investment by both the Scottish and UK governments last year. Eight councils - Glasgow, East Renfrewshire, Renfrewshire, Inverclyde, North and South Lanarkshire and East and West Dunbartonshire - are involved. The City Deal scheme will see Westminster and Holyrood give £500m each in additional grant funding to the eight council areas. The councils will supplement this by borrowing £130m. Councillors from across all eight areas will meet to discuss some of the schemes. Several of the projects being discussed later are in East Renfrewshire, where £44m is expected to be invested over the next few years, with much of the money coming from the City Deal funding. One is a water sports park at the Dams to Darnley Country Park. It would open in 2017 and include a centre offering wakeboarding, the fastest-growing extreme sport in the world. A new railway station in Barrhead and sliproad from the M77 would serve an area which could become one of East Renfrewshire's fastest growth areas. The council expects 1,000 new homes to be built there. Another project would transform the Levern Works site in Barrhead. A site formerly occupied by Nestle, where pet food was once made, would be cleared. The site will then be marketed for development for a range of uses that will bring new jobs to Barrhead. A wide range of other infrastructure projects across the eight council areas will also be discussed.",1,5,4
together_opt-175b,Adam Peaty set a new world record in the 50m breaststroke at the European Championships in Berlin.,"Media playback is not supported on this device Peaty, 22, who also retained his 100m title on Monday, finished in 25.99 seconds - just short of the world record 25.95 he set in the semi-final. Brazil's Joao Gomes Junior took silver and South African Cameron van der Burgh was third. ""I'm feeling very good. I'm so, so happy with my displays,"" Peaty said. He was speaking to the BBC after taking part in the 4x100m mixed medley relay final, in which defending champions Britain finished fifth. USA won in a world record time of three minutes 38.56 seconds. Australia took silver, with China and Canada in joint third. It was a different story in his individual race, earlier. Peaty was level with his rivals in the first few strokes before he pulled away after 30 metres. The City of Derby swimmer appeared set to break the world record for a third time in two days, but narrowly fell short. The Briton suggested ""equilibrium"" was key to his successes. ""I'm a massive believer that all areas of your life need to be equal for you to perform at your best,"" he added. ""Lifestyle, family and friendships. If one is out then you are not going to be at that level."" Media playback is not supported on this device Van der Burgh, the 2009 and 2013 world champion in the 50m breaststroke, paid tribute to Peaty's powerful performances. ""I think I have to retire and give it a few years and come back when he's older,"" joked the 29-year-old. ""It's really impressive. It's not even breaststroke anymore, he's swimming like a new kind of stroke, like a metamorphosis between [butter]fly and breast. Former British swimmer Mark Foster told BBC Sport that Peaty's display was ""immense"". ""There not enough words to describe how good he is,"" he said. ""Under 26 seconds for the second time - only four hundredths of a second off his best time. It was, again, an immense swim."" Karen Pickering, British 2001 world 4x200m freestyle gold medallist We all know how strong Peaty is. In his semi-final he was a little bit lower in the water as he set his world record. Because he's not quite as high as he is in the 100m, he has a quicker turnover. He can keep that up for 50m, but not for a 100m - that's why he went to 25.95 seconds. You couldn't do that in the 100m because of the build-up of lactic acid. But because it's Adam Peaty, he might be able to manage that in a year. Watch the full interview on BBC Radio 5 live's page Rebecca Adlington, double Olympic champion at Beijing 2008 He is the poster boy for swimming across the world, not just in Britain Adam gets the biggest cheer from the crowd for a non-Hungarian for the whole meet. Everyone wants to see him do well because he's such a likeable character. No-one is even close to him, so you ask yourself how much more can he improve. Media playback is not supported on this",0,5,4
together_opt-175b,"Amazon has said it will start recording sales made in the UK, Germany, Spain and Italy in those countries, rather than in Luxembourg.","Transactions carried out in European markets were previously recorded in Luxembourg, with which Amazon had a low-tax agreement. Now sales made through subsidiaries in the UK, Germany, Spain and Italy will be registered in those countries, the retailer has said. Amazon had received heavy criticism for its tax avoidance policies. ""More than two years ago, we began the process of establishing local country branches of Amazon EU Sarl, our primary retail operating company in Europe,"" the company said in a statement. ""As of 1 May, Amazon EU Sarl is recording retail sales made to customers through these branches in the UK, Germany, Spain and Italy. ""Previously, these retail sales were recorded in Luxembourg."" Amazon added that it was ""working on opening a branch for France"". In recent years, the European Union has intensified its investigations into the tax deals negotiated by global companies with countries such as Ireland, Luxembourg and the Netherlands. It suspects that such deals amount to illegal state aid and distort competition. Last year, the European Commission - the EU's executive arm - launched a formal investigation into Amazon's tax arrangements with Luxembourg. And the EU is also looking into tech giant Apple's tax dealings in Ireland, coffee-shop chain Starbucks' dealings in the Netherlands, and Italian carmaker Fiat's agreement with Luxembourg.",1,5,5
together_opt-175b,An inquest into the Kingsmill massacre has been delayed because there is no coroner to oversee it.,"Republicans ambushed a mini-bus carrying the men at Kingsmill in County Armagh in 1976 and murdered them after checking what religion they were. Senior coroner John Leckey is retiring this year and told a preliminary hearing of the inquest in Belfast that no replacement has been appointed. His retirement could leave only one coroner in Northern Ireland. Kingsmill is among dozens of inquests dating from the early days of the Troubles that face delay because not enough money is available to investigate or there is nobody to oversee fresh hearings. Mr Leckey said: ""I feel for the bereaved families, not exclusively Kingsmill but for other inquests I am involved in. ""It is a disappointment that is widespread."" A lawyer for some of the Kingsmill victims' families said they would be pressing Stormont's justice department for more resources to allow an inquest to go ahead. Karen Armstrong, a sister of one of the murdered men, said the lack of resources was ""a political problem"". ""We are not going to lie down and accept it,"" she said. ""We will fight until we get another date and they have to make sure there are enough coroners in Northern Ireland to deal with our and many other cases."" Ulster Unionist MLA Danny Kennedy said he would be asking Justice Minister David Ford to ensure the matter was referred to the relevant authorities so that ""action can be taken as soon as possible"". ""Justice has been denied for almost 40 years and it is totally unacceptable that this inquest should be delayed further due to the unavailability of a coroner,"" he said. ""This was one of the most shocking and cruel events of the Troubles and the inquest must be treated with the seriousness this crime merits."" A Department of Justice spokesman said: ""Officials are actively working to ensure that all necessary resources are provided for the conduct of inquests in Northern Ireland. ""There are currently three full-time coroners in Northern Ireland. In addition, one High Court judge and one County Court judge have also been appointed as coroners.""",1,5,5
together_opt-175b,"Arcade Fire's set was cut short by a thunderstorm, but the Canadian band still managed to put on a memorable performance.","Aided by dancers, confetti cannons and a man in a mirrored suit, the Canadian band revived revellers' spirits with a series of arms-aloft anthems. ""In a lifetime of pretty much impossible things that have happened to our band, this is the highlight,"" said frontman Win Butler. Earlier, every stage at the event was closed after lightning struck ground. Dance act Rudimental were escorted off the main stage mid-set, and had to abandon their planned encore - Feel The Love, with guest vocalist John Newman. ""We're quite upset,"" musician Amir Amor told the BBC, ""but we had a great time anyway"". Metallica's Lars Ulrich was flying into the site by helicopter as the storm descended. ""It was kind of frightening,"" he said. ""When we landed, all the people picking us up were going, 'we didn't expect you were going to fly in this weather'. ""But the pilot didn't say anything about that. We saw the lightning up there. I thought it was pyrotechnics for Arcade Fire."" The thunderstorm heralded a brief but torrential downpour, and the power cut took BBC coverage off the air. Music resumed on the main stage at 19:00 BST with Lily Allen, who dedicated an expletive-laden song to FIFA president Sepp Blatter. Other performers on Friday included Blondie, who proved so popular it became impossible to enter or leave The Other Stage at lunchtime, and Paolo Nutini, whose soulful ballads were a fitting soundtrack as dusk fell over Somerset. Sophie Ellis-Bextor sneaked some disco into her set at the largely-acoustic Avalon Stage, while the pulsing synthpop of Glaswegian band Chvrches made for a steamy atmosphere in the John Peel tent as fans danced off the downpour. Arcade Fire took to the stage shortly after 22:00 BST, their arrival heralded by a man dressed from head-to-toe in a mirrored suit. Bravely, considering the weather conditions, the 12-piece band were largely dressed in white, but if they were worried about laundry bills, it didn't show. They threw themselves around the stage, thrashing and spinning as though plagued by a swarm of invisible bees, each member switching instruments between - and often during - songs. As well as guitars, they played steel drums, xylophones and even a hurdy gurdy. Frontman Win Butler made frequent excursions into the audience and, during the song Flashbulb Eyes, plucked a camera from a press photographer and carried it on stage to capture the band's performance. The set list was evenly spread across their four albums, with highlights including No Cars Go, Neighborhood #1 (Tunnels) and Rebellion (Lies). The group's recurring subject matter of suburban despair and alienation might have seemed like an odd fit for Glastonbury's peace and love ethos, but there is an optimism and belief in humanity at the core of their music. Plus, they have really catchy choruses. The band's willingness to embrace all walks of life was displayed on Friday night during the song We Exist - about a teenager whose father struggles to accept his sexuality. As the opening chords rang out, a troupe of transgender and cross-dressing dancers joined the",0,5,4
together_opt-175b,Archaeologists have discovered a Mesolithic Period shelter in Wiltshire that was used for 90 years.,"The shelter - in a hollow left behind by a fallen tree - at Blick Mead was used over a 90-year period from 4336 BC, it is believed. Archaeologist David Jacques, said: ""They... used the stump of the tree, about three metres high, as a wall."" The finds are being shown to United Nations heritage experts, who are currently visiting Stonehenge. Archaeologists are concerned a planned 2.9km tunnel being considered for the nearby A303 main road will damage the site. Discoveries have also shown stones were warmed up by the Mesolithic Period inhabitants and used in a hearth to emit heat in the earthy snug. Mr Jacques, a senior research fellow at the University of Buckingham, has worked at Blick Mead for over a decade, making a number of discoveries about the inhabitants. The tree stump created a wall height similar to a ""modern bungalow"". ""They've draped probably animal skins or thatch around the basin and connected it to a post so it's a very comfortable snug little place,"" he said. The wooden wall of the hollow was lined with flints and the large earthy pit created by the tree root lined with cobbles and decorated with ""exotic"" stones from outside the area. ""There are some clever and sophisticated things going on, the hot stones that they put into this little type of alcove wouldn't have been on fire,"" explained Mr Jacques. ""It looks more like these people have been using these hot stones as a type of storage heater so that you've got a lot of warmth coming off them."" Mr Jacques will meet the UN experts later to ask for the route to be moved closer to Salisbury and for hydrological assessments to be made. ""It's very likely the water flow would be reduced in and around the site,"" he said. ""It would take out all the organics and destroy all the animal bone we've been finding which is crucial for finding where they have been living and for getting radiocarbon dates from all the organics like pollen and wood. ""This is massively important for reconstructing what the landscape would have looked like."" Andy Rhind-Tutt, former mayor and chairman of Amesbury Museum and Heritage Trust said: ""I sincerely hope the team delivering the long-awaited A303 improvement look seriously at an alternative alignment south of Salisbury and away from this unequalled archaeological landscape. ""It would be criminal to destroy such a rich heritage and connection with our ancestors for the sake of blocking the view to the passing public of Stonehenge.""",1,5,4
together_opt-175b,Archaeologists have discovered evidence of a Mesolithic settlement near Stonehenge.,"David Jacques, from the University of Buckingham, made the discovery at Blick Mead in October, and said the carbon dating results had just been confirmed. But he also raised concerns about possible damage to the site over plans to build a road tunnel past Stonehenge. The Department of Transport said it would ""consult before any building"". The Blick Mead site is about 1.5 miles (2.4km) from Stonehenge and archaeologists said ""scientifically tested charcoal"" dug up from the site had ""revealed that it dated from around 4000 BC"". David Jacques said the dig had also found ""evidence of feasting"" including burnt flints, tools and remains of giant cattle, known as aurochs, which were eaten by early hunter gatherers. Mr Jacques said: ""British pre-history may have to be rewritten. This is the latest dated Mesolithic encampment ever found in the UK. ""Blick Mead site connects the early hunter gatherer groups returning to Britain after the Ice Age to the Stonehenge area, all the way through to the Neolithic in the late 5th Millennium BC. ""But our only chance to find out about the earliest chapter of Britain's history could be wrecked if the tunnel goes ahead."" Andy Rhind-Tutt, a former mayor and current chairman of Amesbury Museum, which part-funded the dig, said the discovery could ""provide what archaeologists have been searching for centuries - the answer to the story of the pre-history of Stonehenge."" Earlier this month, the government announced funding for a 1.8-mile (2.9km) tunnel to remove congestion from the main road past Stonehenge. A Department for Transport spokesman said: ""As with any road scheme, we will consult with interested parties before any building begins on the A303. ""English Heritage and National Trust are supportive of our plans, and we will ensure sites of cultural or historical significance are safeguarded as we progress with the upgrade.""",1,5,4
together_opt-175b,BBC England is looking for pictures of the England team in action at the World Cup.,"If you have a picture you would like to share, please see below the images for details on how to submit yours. If you have a picture you'd like to share, email us at england@bbc.co.uk, post it on Facebook or tweet it to @BBCEngland. You can also find us on Instagram - use #englandsbigpicture to share an image there. When emailing pictures, please make sure you include the following information: Please note that whilst we welcome all your pictures, we are more likely to use those which have been taken in the past week. If you submit a picture, you do so in accordance with the BBC's Terms and Conditions. In contributing to England's Big Picture you agree to grant us a royalty-free, non-exclusive licence to publish and otherwise use the material in any way that we want, and in any media worldwide. It's important to note, however, that you still own the copyright to everything you contribute to England's Big Picture, and that if your image is accepted, we will publish your name alongside. The BBC cannot guarantee that all pictures will be used and we reserve the right to edit your comments. At no time should you endanger yourself or others, take any unnecessary risks or infringe any laws collecting any kind of media.",0,5,2
together_opt-175b,"BHS could be saved from closure and 11,000 jobs saved if a rescue bid led by retail veteran Greg Tufnell is successful.","BHS entered administration in April. Since then, efforts have been continuing to rescue it from closure and save the jobs of its 11,000 staff. Last week, a surprise late bid led by retail veteran Greg Tufnell transformed the race to acquire the retailer. His team, said to be backed by Portuguese money, is the front-runner. But if a deal cannot be struck, the business may still have to be liquidated. The remaining bidders have faded into the background. Another consortium led by Matalan tycoon John Hargreaves and Turkish retail entrepreneur Cafer Mahiroglu has reportedly run into difficulties, while other suitors have apparently failed to impress with their proposals. Some of those involved in the different bids have impressive retailing histories. But then Sir Philip Green, who controlled BHS from 2000 to 2015, also had a brilliant track record. And he ended up selling the business for Â£1. So what are the chances of saving BHS from the liquidators? And just who are the people aiming to do it? In the public eye, Greg Tufnell is easily overshadowed by his more famous brother Phil, the former England cricketer. But that could change if his bid for BHS is successful, because he hopes to become the firm's next chairman. And as far as his credentials for the job are concerned, the 54-year-old executive certainly talks the talk. He describes himself as ""a highly experienced managing director with Mothercare and Arcadia, a blend of entrepreneur, strategist and hands-on operator with significant commercial business turnaround, acquisition and fund-raising experience"". His record shows that he was buying and merchandising director at Next from 1991 to 1994. He then spent three years as managing director of menswear retailer Burton, part of the Arcadia group, followed by another three years as managing director of Mothercare. He currently appears to occupy a portfolio of different jobs, including the chairmanships of leather accessories brand Zatchels and recruitment consultancy hga Group. Earlier this month, he registered a new firm, Richess Group, at Companies House. Its other directors are Nick de Scossa, a Swiss banker, and Lisbon-based entrepreneur Jose Maria Soares Bento. Until Mr Tufnell's bid turned up, many observers had assumed that BHS would be snapped up by Matalan founder Mr Hargreaves. But it appears that the cost of a deal may have proved too high. Sources say Mr Hargreaves was asked to improve his offer and balked. Like Sir Philip Green, 71-year-old John Hargreaves also enjoys the life of the super-rich. He has an estimated fortune of Â£1bn, according to the Sunday Times Rich List. But in stark contrast to the ebullient Sir Philip, Mr Hargreaves is described by industry insiders as quiet-spoken, someone who shuns the limelight. Mr Hargreaves is no longer directly involved in the business he founded. He sold his 69% stake in Matalan in 2000, then in 2006 took it private through Missouri Bidco, a company 53.5% owned by him and his family. As a partner in Mr Hargreaves' bid, there is also Cafer Mahiroglu, the owner of Select Fashions. At 50, he is the youngest of",1,5,5
together_opt-175b,Baltimore's police chief has been sacked after a sharp rise in violence in the city.,"Mayor Stephanie Rawlings-Blake said she was replacing Police Commissioner Anthony Batts with his deputy, Kevin Davis, for an interim period. The city was rocked by riots in April when a black man died after suffering injuries in police custody. Six officers were charged over the death of the 25-year-old, Freddie Gray. Speaking at a news conference on Wednesday, Mayor Rawlings-Blake said Mr Batts had ""served this city with distinction"" since becoming police chief in October 2012. But referring to the city's high homicide rate, she said ""too many continue to die"". ""The focus has been too much on the leadership of the department and not enough on the crime fighting,"" she told reporters, adding: ""We need to get the crime surge under control."" The city has seen a sharp increase in violence since Freddie Gray's death on 19 April, with 155 homicides this year, a 48% increase over the same period last year. On Tuesday, the police department announced that an outside organisation will review its response to the civil unrest that followed Mr Gray's death. The US justice department is also conducting a civil rights review of the Baltimore force and Mr Batts has been criticised by the city's police union. Earlier on Wednesday, the union released its report into the police handling of the rioting. It said officers had complained ""that they lacked basic riot equipment, training, and, as events unfolded, direction from leadership"". The report also said ""officers repeatedly expressed concern that the passive response to the civil unrest had allowed the disorder to grow into full scale rioting"". Recent events had ""placed attention on police leadership"", Ms Rawlings-Blake said, but denied her decision was influenced by the union report. Mr Davis, who is taking over immediately as interim police chief, praised his ""friend"" Mr Batts and said he was a ""true reform commissioner"". Mayor Rawlings-Blake said Mr Davis would ""bring accountability to police, hold officers who act out of line accountable for their actions"".",1,4,5
together_opt-175b,Birmingham City and Manchester City will meet in the Women's FA Cup final at Wembley on 13 May.,"Top-flight sides Birmingham City and Manchester City will meet at the national stadium on Saturday, 13 May. The attendance is now set to surpass the 32,912 that saw Arsenal Ladies beat Chelsea 1-0 in the 2016 final. Wembley staged the event for the first time in 2015 and is set to continue doing so for the foreseeable future. Birmingham - who won the trophy at Ashton Gate in 2012, in front of fewer than 9,000 people - are in their second final, while Women's Champions League semi-finalists Manchester City are yet to win the competition. The 2016 Women's Super League One champions beat Liverpool in this year's semi-finals, while Birmingham knocked out 2015 winners Chelsea on penalties.",1,5,5
together_opt-175b,"BlackRock, the world's biggest asset manager, is planning to cut hundreds of jobs.","The layoffs will be announced in the coming weeks, according to unnamed sources who spoke to Bloomberg News and the Wall Street Journal. A memo from BlackRock's president Rob Kapito and chief operating officer Rob Goldstein said the job cuts have not been finalised. BlackRock declined to comment. The last time BlackRock cut a significant number of jobs was in 2013 but the firm ended the year with a higher headcount. The new round of layoffs comes following months of volatility in the financial markets, which has negatively impacted the income made by traditional banks and other investment houses. Rivals like Franklin Resources, AllianceBernstein and State Street are also shedding jobs as part of their cost-cutting efforts. BlackRock has 13,000 employees globally and manages around $4.6tn in assets.",1,5,4
together_opt-175b,"Boris Johnson, the Mayor of London, has announced that he will be backing the campaign for Britain to leave the EU.","Mr Johnson, the Mayor of London, announced on Sunday that he would be backing the campaign for Britain to leave the EU. His intervention in the debate - made, as he termed it, with ""deafening eclat"" - was even said to have helped cause the pound to slide on the international money markets as traders thought it made the possibility of a so-called Brexit more likely. He has arguably the highest profile of any of the governing Conservative Party except the Prime Minister David Cameron, but those outside the UK may be wondering: who is he, and is that actually his hair? Read on. Profile: Boris Johnson How could 'zip wire prat' become prime minister? Read more about the UK's referendum on the EU Alexander Boris de Pfeffel Johnson, to give him his full name, was born in New York and is descended from Turkish, French and German stock. He describes himself as a ""one-man melting pot"". He first made a name for himself in journalism, including a stint as Brussels correspondent for the right-wing Daily Telegraph newspaper and editor of The Spectator magazine. His humorous persona led him to become a fixture on various television programmes, including the satirical BBC panel show Have I Got News For You. He still has a lucrative and entertaining column in the Daily Telegraph, in which august forum he explained the reasons for his decision on the EU. As a politician, he has been a Conservative member of parliament for two constituencies, Henley from 2001 to 2008 and then Uxbridge and South Ruislip from 2015. Lest you think he was putting his feet up between parliamentary mandates, he is also currently serving the second of two terms as mayor of London, no mean feat in a city where the centre-left Labour Party has dominated in recent decades. That's indicative of the position Mr Johnson has carved out for himself as one of the most charismatic politicians in the UK who has wide appeal beyond Conservative heartlands - polling has suggested that his stance on the EU referendum may sway some undecided voters. Just look what happens when you type his name into Google.co.uk. Not quite. He has previously courted controversy for his remarks about (among others) the populations of Liverpool, Portsmouth and Papua New Guinea, not to mention run-ins with his own party leadership and TV chef Jamie Oliver. Last October he accidentally flattened a 10-year-old schoolboy at what was meant to be a friendly game of photo-op rugby in Japan. But none of this seems to have affected his standing among the party faithful or the public at large. Even getting stuck on a zip-wire during the London Olympics in 2012, a sure-fire route to derision for any other politician, only enhanced his eccentric image. Mr Johnson finally ended months of speculation about which side of the EU debate he would back in an immaculately impromptu media scrum outside his home in North London, having reportedly informed the prime minister of his decision earlier the same day. He said that he had come to",1,5,4
together_opt-175b,Campaigners are calling for a road safety campaign to educate motorists on how to pass horses safely.,"The Pass Wide and Slow Wales campaign has collected 1,300 signatures on the assembly's e-petition website. It wants an annual road safety awareness campaign explaining to motorists how to react around horses. The British Horse Society found that since 2010 there have been 2,000 road accidents in the UK, with 1,500 because of cars passing too closely. As a result of these, 180 horses and 36 riders have died. Awareness rides were planned for Penarth, Vale of Glamorgan, Swansea, Neyland in Pembrokeshire, Machynlleth, Powys, Flintshire and Porthmadog in Gwynedd. Any petition with over 50 signatures is considered by a committee to be debated in the assembly.",1,5,5
together_opt-175b,Campaigners have called for the EU to stop negotiations on a trade deal with the US because they fear it will undermine European standards.,"The petition calls on the EU and its member states to stop the talks on the Transatlantic Trade and Investment Partnership or TTIP. It also says they should not ratify a similar deal that has already been done between the EU and Canada. It says some aspects pose a threat to democracy and the rule of law. One of the concerns mentioned in the petition is the idea of tribunals that foreign investors would be able to use in some circumstances to sue governments. There is a great deal of controversy over exactly what this system, known as Investor State Dispute Settlement, would enable companies to do, but campaigners see it as an opportunity for international business to get compensation for government policy changes that adversely affect them. This kind of provision exists in many bilateral trade and investment agreements. Friends of the Earth have published new research on the impact they have had on EU countries. Information about these cases is not always made public, but the group says that going back to 1994, foreign investors have sought compensation of almost €30bn (£24bn) from 20 states. Where the results are known (a small minority of the total), the tribunals have awarded total compensation of €3.5bn (about £2.8bn). In Britain, the possible implications of this provision for the National Health Service have been especially controversial. Campaigners believe that the investor tribunals would make it harder to reverse any decisions to contract services out to international healthcare firms. John Hilary of War on Want said: TTIP ""will make it impossible for any future government to repeal the Health & Social Care Act and bring the NHS back into public hands"". The petition lists a number of other areas where its signatories believes European standards would suffer if the TTIP negotiations are completed and the Canada deal is ratified: employment, social, environmental, privacy and consumer protection. The European Commission says the EU will not have to sacrifice its high standards. It also says investor protection provisions are important for investment flows and have in general worked well. But it accepts there is a need for improvement and is trying to achieve that in its bilateral negotiations. The petition has been organised as an exercise called a European Citizens' Initiative which can lead to a public hearing in the European Parliament and require the European Commission to give a formal response explaining why it is accepting or rejecting what the petitioners call for. The European Commission has already said that the petition doesn't qualify as such an Initiative. Campaigners have launched a legal challenge to this decision.",1,5,5
